CustomerKey,Gender,Name,City,State,Country,Continent,Birthday
338420,Female,Margaret Fry,Calgary,Alberta,Canada,North America,10/30/1999
338444,Female,Stephanie Bailey,Etobicoke,Ontario,Canada,North America,12/27/1965
338683,Female,Maude Steele,Vancouver,British Columbia,Canada,North America,6/7/1952
339050,Male,Jacob Craver,Edmonton,Alberta,Canada,North America,5/3/1957
339068,Female,Earlene Kash,Delisle,Quebec,Canada,North America,2/11/1997
339146,Male,Carl Bowman,Bindloss,Alberta,Canada,North America,1/19/1939
339390,Female,Jacquelyn Bise,Toronto,Ontario,Canada,North America,9/15/1979
339412,Female,Tammy Kendall,Kindersley,Saskatchewan,Canada,North America,8/3/1956
339448,Male,John Walker,Red Deer,Alberta,Canada,North America,12/8/1951
339939,Female,Heather Mireles,Montreal,Quebec,Canada,North America,5/10/1983
340288,Female,Sonya Williams,Burnaby,British Columbia,Canada,North America,12/9/1968
340307,Female,Amy Holland,Carnduff,Saskatchewan,Canada,North America,4/7/1965
340339,Male,John Kennedy,Montreal,Quebec,Canada,North America,7/15/1998
340417,Male,Edmund Mitchell,Mission,British Columbia,Canada,North America,1/22/1983
340427,Female,Bertha Nelson,Osoyoos,British Columbia,Canada,North America,2/8/1986
340460,Male,William Lovett,Toronto,Ontario,Canada,North America,12/29/1999
340665,Female,Sue Garza,Peace River,Alberta,Canada,North America,2/11/1982
340771,Male,Andrew Washburn,Toronto,Ontario,Canada,North America,6/8/1966
340782,Male,Caleb Pratt,Lachute,Quebec,Canada,North America,10/8/1993
341134,Female,Amber Ginn,Campbellville,Ontario,Canada,North America,11/11/1985
341191,Female,Dona Williams,Calgary,Alberta,Canada,North America,11/26/1956
341265,Female,Carolyn Montgomery,Carnarvon,Ontario,Canada,North America,12/3/1938
341831,Male,Theodore Wright,Toronto,Ontario,Canada,North America,12/15/1958
342040,Male,John Norris,Toronto,Ontario,Canada,North America,1/24/1998
342356,Male,Paul Herman,St Paul,Alberta,Canada,North America,4/27/1982
342393,Male,Pat Spivey,Barrie,Ontario,Canada,North America,10/28/1987
342512,Female,Rita Smith,Toronto,Ontario,Canada,North America,2/6/1949
342652,Male,Harold Valdez,Waterdown,Ontario,Canada,North America,5/15/1944
342674,Female,Shelley Kiser,Montreal,Quebec,Canada,North America,1/18/1945
342841,Female,Nola Silverman,Nanaimo,British Columbia,Canada,North America,10/14/1940
343007,Male,William Helton,Streetsville,Ontario,Canada,North America,12/30/1980
343061,Male,William Day,Stouffville,Ontario,Canada,North America,7/3/1966
343095,Male,Robert Pacheco,Windsor,Ontario,Canada,North America,1/18/1948
343129,Female,Sonia Jenkins,Toronto,Ontario,Canada,North America,5/13/1997
343183,Female,Darlene Venne,Montreal,Quebec,Canada,North America,9/22/1965
343285,Female,Norma Weaver,Carnarvon,Ontario,Canada,North America,1/9/1940
343400,Female,Lisa Smith,La Crete,Alberta,Canada,North America,8/1/1968
343632,Female,Janice Nelligan,Hamilton,Ontario,Canada,North America,4/10/1995
343801,Female,Shannon Robinson,Belleville,Ontario,Canada,North America,2/10/1991
343983,Female,Sarah Carroll,Vancouver,British Columbia,Canada,North America,7/9/1961
344691,Male,John Franks,Vancouver,British Columbia,Canada,North America,5/23/1984
344745,Female,Misty Thompson,Chicoutimi,Quebec,Canada,North America,4/7/1958
344864,Male,Andrew Suarez,Lloydminster,Saskatchewan,Canada,North America,8/28/1973
345044,Male,Michael Mosqueda,Cayley,Alberta,Canada,North America,4/29/1983
345242,Female,Susan Santiago,Stettler,Alberta,Canada,North America,2/25/1995
345277,Male,Cedric Flowers,Ottawa,Ontario,Canada,North America,10/23/1977
345292,Female,Ginger Howell,Strathroy,Ontario,Canada,North America,11/12/1969
345744,Male,Daniel Harper,Victoria,British Columbia,Canada,North America,3/3/1955
345767,Female,Eva Ashley,Vancouver,British Columbia,Canada,North America,11/28/1999
345812,Male,Grant Barker,Vancouver,British Columbia,Canada,North America,4/11/1982
345862,Female,Kathleen Jean,CORNWALLIS,Nova Scotia,Canada,North America,6/21/1971
345910,Female,Helen Barber,Toronto,Ontario,Canada,North America,8/17/1965
345942,Female,Helen Kenney,Zenon Park,Saskatchewan,Canada,North America,11/1/1955
346090,Female,Nicole Dean,Hespeler,Ontario,Canada,North America,12/16/1971
346204,Male,Stanley Boudreaux,Val Brillant,Quebec,Canada,North America,4/16/1944
346321,Male,Morgan Ortiz,Quebec,Quebec,Canada,North America,7/2/1950
346632,Female,Phyllis Brown,Latulipe,Quebec,Canada,North America,8/13/1965
346689,Male,Russell Feder,Port Elgin,Ontario,Canada,North America,2/11/2000
346994,Male,John Crawford,Ottawa,Ontario,Canada,North America,1/28/1959
347011,Female,Jenny Lau,Barriere,British Columbia,Canada,North America,5/14/1953
347058,Male,Joseph Banks,Ile Perrot,Quebec,Canada,North America,5/6/1936
347144,Male,Paul Durant,Calgary,Alberta,Canada,North America,8/8/1955
347206,Male,Casey Scott,Ramore,Ontario,Canada,North America,12/11/1990
347235,Female,Betty Hawthorne,Vernon,British Columbia,Canada,North America,9/5/1968
347240,Female,Jeanette John,Brampton,Ontario,Canada,North America,2/16/1957
347394,Female,Vita Godwin,Sidney,British Columbia,Canada,North America,1/23/1982
347499,Male,Waldo King,Saskatoon,Saskatchewan,Canada,North America,8/16/1945
347864,Female,Diana Lively,Hope,British Columbia,Canada,North America,2/25/1957
347907,Male,Emil McNeil,Surrey,British Columbia,Canada,North America,6/10/1945
347982,Female,Renee Campfield,Calgary,Alberta,Canada,North America,3/28/1997
348102,Male,Eduardo Wilson,Belleville,Ontario,Canada,North America,12/18/1963
348248,Male,Karl Martin,Toronto,Ontario,Canada,North America,8/16/1944
348440,Female,Sixta Perkins,Calgary,Alberta,Canada,North America,8/14/1949
348521,Male,Robert Kramer,Kentville,Nova Scotia,Canada,North America,3/10/1994
348548,Male,John Marshall,Trail,British Columbia,Canada,North America,12/16/1942
348767,Female,Irene Bergstrom,Quebec,Quebec,Canada,North America,5/26/1957
348917,Female,Heather Hayes,Vancouver,British Columbia,Canada,North America,1/19/1970
349037,Male,Antonio Ortega,Ottawa,Ontario,Canada,North America,6/13/1981
349086,Male,Roy Jackson,Toronto,Ontario,Canada,North America,9/25/1974
349155,Female,Melissa Colton,Chicoutimi,Quebec,Canada,North America,4/28/1989
349322,Female,Linda Baker,Burnaby,British Columbia,Canada,North America,8/22/1961
349364,Male,Christopher Avina,Toronto,Ontario,Canada,North America,2/8/1965
349379,Male,Jack Rickard,Vancouver,British Columbia,Canada,North America,2/15/1938
349653,Male,John Kennedy,Port Hawkesbury,Nova Scotia,Canada,North America,8/15/1948
349665,Male,Jason Crosby,Blezard Valley,Ontario,Canada,North America,12/27/1970
349815,Female,Louise Foxwell,Regina,Saskatchewan,Canada,North America,1/6/2002
350095,Male,Pedro Jones,Antigonish,Nova Scotia,Canada,North America,10/25/1971
350141,Female,Rosie Dahmen,Quebec,Quebec,Canada,North America,6/6/1976
350201,Male,Richard Wagner,New Westminster,British Columbia,Canada,North America,7/12/1954
350496,Male,George Watson,Whitefish,Ontario,Canada,North America,7/28/1983
350587,Male,Thomas Irvine,Toronto,Ontario,Canada,North America,9/23/1938
350588,Female,Melissa Savage,Saskatoon,Saskatchewan,Canada,North America,11/22/1964
350710,Female,Delois Thompson,Calgary,Alberta,Canada,North America,9/28/1971
350853,Male,Matthew Camarillo,Toronto,Ontario,Canada,North America,11/26/1945
350943,Male,Michael Dennis,Surrey,British Columbia,Canada,North America,1/6/1973
350949,Female,Cora Scott,Brockville,Ontario,Canada,North America,1/3/1989
350979,Female,Barbara King,Gibsons,British Columbia,Canada,North America,2/1/1990
351068,Female,Kali Falbo,Ottawa,Ontario,Canada,North America,11/19/1939
351202,Female,Kristy Patterson,Quebec,Quebec,Canada,North America,9/24/1985
351396,Female,Patricia Anthony,Kensington,Prince Edward Island,Canada,North America,8/14/1978
351430,Female,Mai Stevenson,Bourget,Ontario,Canada,North America,11/24/1987
351613,Male,Alan Perry,Calgary,Alberta,Canada,North America,10/6/1999
351623,Female,Charlene Posey,Lethbridge,Alberta,Canada,North America,6/21/1972
351665,Male,Wilbert Miller,Edmonton,Alberta,Canada,North America,8/9/1952
351747,Female,Irene Lee,Toronto,Ontario,Canada,North America,11/5/1986
351758,Male,Robert Winters,Montreal,Quebec,Canada,North America,8/27/1958
351879,Female,Hanna Stewart,Victoria,British Columbia,Canada,North America,3/2/1954
351994,Male,Oliver Deane,John D'or Prairie,Alberta,Canada,North America,7/3/1959
352043,Female,Melissa White,Regina,Saskatchewan,Canada,North America,12/2/1973
352106,Female,Luz Campbell,Kamloops,British Columbia,Canada,North America,2/24/1936
352235,Female,Ruth Gay,Sherbrooke,Quebec,Canada,North America,8/15/1940
352272,Male,William Franks,Port Mouton,Nova Scotia,Canada,North America,3/3/1985
352596,Female,Michelle Campbell,Provost,Alberta,Canada,North America,12/25/1945
352719,Male,Austin Paras,Digby,Nova Scotia,Canada,North America,7/9/1950
352850,Male,Michael Payne,Centralia,Ontario,Canada,North America,1/22/1947
352933,Female,Eleanor Lane,Killam,Alberta,Canada,North America,5/10/1947
353240,Male,Jessie Seymour,Sherwood Park,Alberta,Canada,North America,5/2/1963
353313,Female,Margie Adelson,Stirling,Ontario,Canada,North America,6/8/1958
353352,Male,Armando Mathias,Toronto,Ontario,Canada,North America,7/24/1976
353444,Male,Craig Wasson,Vancouver,British Columbia,Canada,North America,8/23/1990
353597,Male,James Fraise,TOTTENHAM,Ontario,Canada,North America,12/8/1972
353741,Male,James Kratz,Orangeville,Ontario,Canada,North America,7/18/1936
353750,Male,Wayne Leong,Kitchener,Ontario,Canada,North America,8/15/1979
353909,Male,Henry Young,Vancouver,British Columbia,Canada,North America,9/17/1946
353918,Male,Patrick Elmore,Calgary,Alberta,Canada,North America,6/13/1977
354010,Female,Rebecca Gibbs,Bragg Creek,Alberta,Canada,North America,3/22/1972
354096,Female,Pearl Norris,Calgary,Alberta,Canada,North America,2/18/1941
354108,Male,Ronnie Sherlock,Edmonton,Alberta,Canada,North America,7/4/1992
354142,Male,Jordan Hill,Toronto,Ontario,Canada,North America,1/22/1995
354187,Male,Larry Mertens,Montreal,Quebec,Canada,North America,11/27/1936
354272,Male,Derrick Kleckner,Foleyet,Ontario,Canada,North America,9/4/1950
354278,Female,Louise Marshall,St Sebastien De Frontenac,Quebec,Canada,North America,1/16/1987
354352,Male,Roger Jones,Kenosee Lake,Saskatchewan,Canada,North America,5/10/1981
354485,Male,Kevin Rodriguez,Quebec,Quebec,Canada,North America,1/13/1957
354518,Male,Nathan Bettis,Toronto,Ontario,Canada,North America,7/4/1939
355102,Female,Sandra Ambriz,Toronto,Ontario,Canada,North America,3/2/1964
355288,Female,Veronica Banks,Vancouver,British Columbia,Canada,North America,1/4/1956
355295,Female,Vera Smith,Sayward,British Columbia,Canada,North America,2/7/1995
355513,Female,Elaine Sparks,Arviat,Nunavut,Canada,North America,1/28/1980
355542,Male,Robert Vickers,Calgary,Alberta,Canada,North America,9/2/1956
355632,Female,Stephanie Warren,Vancouver,British Columbia,Canada,North America,3/7/1963
356049,Female,Lakisha Neil,Grassland,Alberta,Canada,North America,10/12/1948
356070,Male,Elias Ponce,Ottawa,Ontario,Canada,North America,11/5/1996
356191,Female,Sheila Shields,Sidney,British Columbia,Canada,North America,2/5/1957
356576,Male,Ralph McGlone,Fort Mcmurray,Alberta,Canada,North America,5/5/1950
356618,Male,David Toler,London,Ontario,Canada,North America,8/10/1943
356660,Male,Ed Barry,Canmore,Alberta,Canada,North America,1/4/1987
356810,Female,Paige Dickerson,Toronto,Ontario,Canada,North America,7/12/2001
356838,Female,Christina Williamson,London,Ontario,Canada,North America,10/6/1987
356908,Female,Diane Nieves,Toronto,Ontario,Canada,North America,7/12/1938
356963,Male,Howard Schram,Tilbury,Ontario,Canada,North America,8/4/1998
357041,Male,Kenneth Katz,Toronto,Ontario,Canada,North America,12/9/1980
357165,Female,Peggy Rodriguez,Lanark,Ontario,Canada,North America,5/15/1938
357376,Female,Adriana Riley,London,Ontario,Canada,North America,1/27/1997
357409,Female,Octavia Terrell,Windsor,Ontario,Canada,North America,6/13/1961
357410,Male,Francis Whiteman,Toronto,Ontario,Canada,North America,7/17/1983
357541,Female,Judith Turner,Prince George,British Columbia,Canada,North America,6/18/1952
357592,Male,Ivan Wise,Belleterre,Quebec,Canada,North America,5/17/2001
357825,Female,Darlene Evans,Aberdeen,Saskatchewan,Canada,North America,8/17/1945
357853,Female,Felisa Hopps,Hauterive,Quebec,Canada,North America,1/21/1959
357970,Male,Jose Thomas,Toronto,Ontario,Canada,North America,1/3/1971
357973,Female,Cheryl Maxwell,Surrey,British Columbia,Canada,North America,1/22/1937
358149,Female,Shirley Braley,Hamilton,Ontario,Canada,North America,10/25/1944
358229,Male,Brian Jones,Quebec,Quebec,Canada,North America,4/11/1938
358489,Female,Nilda Pickens,Victoria,British Columbia,Canada,North America,7/4/1969
358604,Male,Lawrence Bothwell,Trois Rivieres,Quebec,Canada,North America,8/4/1965
358635,Male,Gregory Pons,Campbell River,British Columbia,Canada,North America,5/11/1962
358637,Male,Jason Reed,Sudbury,Ontario,Canada,North America,4/8/1955
358665,Female,Nancy Jackson,Quebec,Quebec,Canada,North America,2/5/1941
358749,Female,Mary Howe,Kelowna,British Columbia,Canada,North America,2/17/1952
358861,Male,Clifford Marshall,Arnprior,Ontario,Canada,North America,10/20/1959
358880,Male,Sylvester Muncy,Kirkfield,Ontario,Canada,North America,4/27/1938
359037,Male,Calvin Walker,Calgary,Alberta,Canada,North America,3/14/1988
359297,Female,Courtney Menard,La Pocatiere,Quebec,Canada,North America,5/7/1998
359409,Female,Diana Richardson,Chicoutimi,Quebec,Canada,North America,10/19/1992
359587,Male,Kurt Manning,Oshawa,Ontario,Canada,North America,10/15/1957
360001,Male,Roman Humphrey,Vancouver,British Columbia,Canada,North America,2/6/1952
360241,Male,Colin Rollin,Toronto,Ontario,Canada,North America,4/3/1949
360378,Male,Vincent Matus,Montreal,Quebec,Canada,North America,2/11/1979
360610,Male,Edward Gutierrez,Montreal,Quebec,Canada,North America,1/31/1937
360795,Male,Mark Hoffman,Faro,Yukon,Canada,North America,11/30/1994
360894,Male,Ronald Gothard,London,Ontario,Canada,North America,2/24/1975
361214,Female,Hilda Kuykendall,Calgary,Alberta,Canada,North America,1/2/1958
361237,Male,Christopher Sanders,Calgary,Alberta,Canada,North America,3/9/1962
361450,Female,Cheri Lunceford,Victoria,British Columbia,Canada,North America,6/17/1983
361691,Female,Tina Hall,Trois Rivieres,Quebec,Canada,North America,1/2/1988
361945,Male,Charles Hutchison,Calgary,Alberta,Canada,North America,2/26/1991
362027,Male,Carl Jones,Cumberland,British Columbia,Canada,North America,5/25/1980
362095,Female,Debra Pratt,Toronto,Ontario,Canada,North America,7/23/1968
362120,Female,Katherine Petty,Nanaimo,British Columbia,Canada,North America,7/13/1973
362234,Female,Audrey Felice,Terrace,British Columbia,Canada,North America,3/25/1976
362263,Male,Mario Ellis,Montreal,Quebec,Canada,North America,11/16/1952
362479,Female,Angela Alexander,St Leonard D'aston,Quebec,Canada,North America,4/6/1994
362960,Female,Brittany Visser,Houston,British Columbia,Canada,North America,10/4/1941
362993,Male,Leo Schaal,Prince George,British Columbia,Canada,North America,6/16/1938
363382,Male,Shane Landry,Toronto,Ontario,Canada,North America,9/20/1964
363462,Male,Robert Kirwin,Notre Dame De La Paix,Quebec,Canada,North America,3/14/1941
363524,Male,Clifton Dortch,Elgin,Ontario,Canada,North America,3/12/1993
363584,Female,Mandy Serna,Richmond,British Columbia,Canada,North America,6/8/1977
363712,Male,Terry Maze,St Laurent,Quebec,Canada,North America,10/19/1981
363872,Female,Sylvia Crabtree,Montreal,Quebec,Canada,North America,10/22/1988
363898,Male,Hassan Turner,Etobicoke,Ontario,Canada,North America,8/9/1956
364612,Female,Dorothy Collins,Mactier,Ontario,Canada,North America,11/14/1937
364626,Male,Daniel Mabry,Windsor,Ontario,Canada,North America,8/23/1957
364677,Female,Doris Duncan,Red Deer,Alberta,Canada,North America,6/8/1944
364718,Female,Viola Albers,Montreal,Quebec,Canada,North America,2/25/1968
364812,Female,Anne Ervin,Fulford Harbour,British Columbia,Canada,North America,1/3/2000
364820,Male,Robert Newsome,Fond Du Lac,Saskatchewan,Canada,North America,4/21/1988
364852,Female,Ruth Leslie,Calgary,Alberta,Canada,North America,12/1/1953
365088,Male,Richie Bush,Leamington,Ontario,Canada,North America,8/9/1979
365200,Female,Jennifer Gore,Regina,Saskatchewan,Canada,North America,6/16/1948
365565,Male,Guy Musser,London,Ontario,Canada,North America,11/30/1980
365593,Male,Wesley Currie,Lansdowne,Ontario,Canada,North America,7/22/1976
365703,Female,Fran Staton,Montreal,Quebec,Canada,North America,3/3/1955
365906,Female,Wilma Judy,Windsor,Ontario,Canada,North America,8/30/1964
365927,Female,Lisa Saunders,Owen Sound,Ontario,Canada,North America,9/19/1966
365953,Female,Wendy Miller,Toronto,Ontario,Canada,North America,3/27/1968
366019,Female,Ruth Barnes,Sherbrooke,Quebec,Canada,North America,12/27/1957
366123,Male,Joseph Rockey,Renfrew,Ontario,Canada,North America,5/30/1945
366153,Female,Evelyn Hernandez,Avonlea,Saskatchewan,Canada,North America,1/9/1975
366250,Male,Robert Weiss,Kanata,Ontario,Canada,North America,11/8/1949
